NYSOFA County Code,County Name,Year,Meal Units Served,Meal Type
24,Livingston,2012,55767,Home Delivered Meals
25,Madison,2012,29644,Congregate Meals
25,Madison,2012,109442,Home Delivered Meals
26,Monroe,2012,140910,Congregate Meals
26,Monroe,2012,140363,Home Delivered Meals
27,Montgomery,2012,8705,Congregate Meals
27,Montgomery,2012,47241,Home Delivered Meals
28,Nassau,2012,194584,Congregate Meals
28,Nassau,2012,407168,Home Delivered Meals
29,Niagara,2012,98875,Congregate Meals
29,Niagara,2012,100268,Home Delivered Meals
30,Oneida,2012,65765,Congregate Meals
30,Oneida,2012,171617,Home Delivered Meals
31,Onondaga,2012,118932,Congregate Meals
31,Onondaga,2012,224102,Home Delivered Meals
32,Ontario,2012,13416,Congregate Meals
32,Ontario,2012,66768,Home Delivered Meals
33,Orange,2012,33629,Congregate Meals
33,Orange,2012,166072,Home Delivered Meals
34,Orleans,2012,11172,Congregate Meals
34,Orleans,2012,27764,Home Delivered Meals
35,Oswego,2012,21422,Congregate Meals
35,Oswego,2012,216475,Home Delivered Meals
36,Otsego,2012,16351,Congregate Meals
36,Otsego,2012,75679,Home Delivered Meals
37,Putnam,2012,63435,Congregate Meals
37,Putnam,2012,32657,Home Delivered Meals
38,Rensselaer,2012,37752,Congregate Meals
38,Rensselaer,2012,96860,Home Delivered Meals
39,Rockland,2012,36141,Congregate Meals
39,Rockland,2012,63956,Home Delivered Meals
40,St. Lawrence,2012,51024,Congregate Meals
40,St. Lawrence,2012,84182,Home Delivered Meals
41,Saratoga,2012,40146,Congregate Meals
41,Saratoga,2012,120981,Home Delivered Meals
42,Schenectady,2012,28806,Congregate Meals
42,Schenectady,2012,87679,Home Delivered Meals
43,Schoharie,2012,4748,Congregate Meals
43,Schoharie,2012,50695,Home Delivered Meals
44,Schuyler,2012,10159,Congregate Meals
44,Schuyler,2012,29447,Home Delivered Meals
45,Seneca,2012,14811,Congregate Meals
45,Seneca,2012,40316,Home Delivered Meals
46,Steuben,2012,44451,Congregate Meals
46,Steuben,2012,118757,Home Delivered Meals
47,Suffolk,2012,278684,Congregate Meals
47,Suffolk,2012,331909,Home Delivered Meals
48,Sullivan,2012,14438,Congregate Meals
48,Sullivan,2012,54810,Home Delivered Meals
49,Tioga,2012,4311,Congregate Meals
49,Tioga,2012,45395,Home Delivered Meals
50,Tompkins,2012,32048,Congregate Meals
50,Tompkins,2012,152075,Home Delivered Meals
51,Ulster,2012,13448,Congregate Meals
51,Ulster,2012,111349,Home Delivered Meals
52,Warren/Hamilton,2012,35669,Congregate Meals
52,Warren/Hamilton,2012,111460,Home Delivered Meals
53,Washington,2012,18396,Congregate Meals
53,Washington,2012,62847,Home Delivered Meals
54,Wayne,2012,18839,Congregate Meals
54,Wayne,2012,36096,Home Delivered Meals
55,Westchester,2012,186167,Congregate Meals
55,Westchester,2012,299203,Home Delivered Meals
56,Wyoming,2012,7225,Congregate Meals
56,Wyoming,2012,63655,Home Delivered Meals
57,Yates,2012,7049,Congregate Meals
57,Yates,2012,27106,Home Delivered Meals
60,New York City,2012,7625787,Congregate Meals
60,New York City,2012,6056330,Home Delivered Meals
62,Seneca Nation,2012,6382,Congregate Meals
62,Seneca Nation,2012,26388,Home Delivered Meals
63,St. Regis,2012,8267,Congregate Meals
63,St. Regis,2012,9929,Home Delivered Meals
1,Albany,2013,132560,Home Delivered Meals
1,Albany,2013,66417,Congregate Meals
2,Allegany,2013,98334,Home Delivered Meals
2,Allegany,2013,19495,Congregate Meals
3,Broome,2013,176106,Home Delivered Meals
3,Broome,2013,83623,Congregate Meals
4,Cattaraugus,2013,116036,Home Delivered Meals
4,Cattaraugus,2013,59186,Congregate Meals
5,Cayuga,2013,61144,Home Delivered Meals
5,Cayuga,2013,11697,Congregate Meals
6,Chautauqua,2013,169029,Home Delivered Meals
6,Chautauqua,2013,37824,Congregate Meals
7,Chemung,2013,37344,Home Delivered Meals
7,Chemung,2013,30317,Congregate Meals
8,Chenango,2013,68364,Home Delivered Meals
8,Chenango,2013,11095,Congregate Meals
9,Clinton,2013,112915,Home Delivered Meals
9,Clinton,2013,31503,Congregate Meals
10,Columbia,2013,55225,Home Delivered Meals
10,Columbia,2013,22076,Congregate Meals
11,Cortland,2013,74421,Home Delivered Meals
11,Cortland,2013,57087,Congregate Meals
12,Delaware,2013,49229,Home Delivered Meals
12,Delaware,2013,16214,Congregate Meals
13,Dutchess,2013,90297,Home Delivered Meals
13,Dutchess,2013,36777,Congregate Meals
14,Erie,2013,704619,Home Delivered Meals
14,Erie,2013,245887,Congregate Meals
15,Essex,2013,142120,Home Delivered Meals
15,Essex,2013,28050,Congregate Meals
16,Franklin,2013,121337,Home Delivered Meals
16,Franklin,2013,48041,Congregate Meals
17,Fulton,2013,114830,Home Delivered Meals
17,Fulton,2013,29868,Congregate Meals
18,Genesee,2013,20516,Home Delivered Meals
18,Genesee,2013,10160,Congregate Meals
19,Greene,2013,67946,Home Delivered Meals
19,Greene,2013,20760,Congregate Meals
21,Herkimer,2013,57070,Home Delivered Meals
21,Herkimer,2013,16799,Congregate Meals
22,Jefferson,2013,117892,Home Delivered Meals
22,Jefferson,2013,23234,Congregate Meals
23,Lewis,2013,29476,Home Delivered Meals
23,Lewis,2013,17522,Congregate Meals
24,Livingston,2013,58824,Home Delivered Meals
24,Livingston,2013,22898,Congregate Meals
25,Madison,2013,116261,Home Delivered Meals
25,Madison,2013,30405,Congregate Meals
26,Monroe,2013,106373,Home Delivered Meals
26,Monroe,2013,141925,Congregate Meals
27,Montgomery,2013,54338,Home Delivered Meals
27,Montgomery,2013,10962,Congregate Meals
28,Nassau,2013,399153,Home Delivered Meals
28,Nassau,2013,199703,Congregate Meals
29,Niagara,2013,117263,Home Delivered Meals
29,Niagara,2013,88803,Congregate Meals
30,Oneida,2013,180631,Home Delivered Meals
30,Oneida,2013,43378,Congregate Meals
31,Onondaga,2013,199952,Home Delivered Meals
31,Onondaga,2013,108264,Congregate Meals
32,Ontario,2013,60500,Home Delivered Meals
32,Ontario,2013,12820,Congregate Meals
33,Orange,2013,167135,Home Delivered Meals
33,Orange,2013,37222,Congregate Meals
34,Orleans,2013,37055,Home Delivered Meals
34,Orleans,2013,9121,Congregate Meals
35,Oswego,2013,231976,Home Delivered Meals
35,Oswego,2013,27697,Congregate Meals
36,Otsego,2013,71422,Home Delivered Meals
36,Otsego,2013,16428,Congregate Meals
37,Putnam,2013,30814,Home Delivered Meals
37,Putnam,2013,56594,Congregate Meals
38,Rensselaer,2013,111480,Home Delivered Meals
38,Rensselaer,2013,43708,Congregate Meals
39,Rockland,2013,68287,Home Delivered Meals
39,Rockland,2013,32544,Congregate Meals
40,St. Lawrence,2013,86574,Home Delivered Meals
40,St. Lawrence,2013,49665,Congregate Meals
41,Saratoga,2013,105566,Home Delivered Meals
41,Saratoga,2013,29868,Congregate Meals
42,Schenectady,2013,86851,Home Delivered Meals
42,Schenectady,2013,24789,Congregate Meals
43,Schoharie,2013,53458,Home Delivered Meals
43,Schoharie,2013,4437,Congregate Meals
44,Schuyler,2013,29956,Home Delivered Meals
44,Schuyler,2013,8985,Congregate Meals
45,Seneca,2013,39449,Home Delivered Meals
45,Seneca,2013,13710,Congregate Meals
46,Steuben,2013,118400,Home Delivered Meals
46,Steuben,2013,45688,Congregate Meals
47,Suffolk,2013,331079,Home Delivered Meals
47,Suffolk,2013,278266,Congregate Meals
48,Sullivan,2013,63141,Home Delivered Meals
48,Sullivan,2013,14261,Congregate Meals
49,Tioga,2013,48327,Home Delivered Meals
49,Tioga,2013,7981,Congregate Meals
50,Tompkins,2013,135917,Home Delivered Meals
50,Tompkins,2013,29059,Congregate Meals
51,Ulster,2013,93091,Home Delivered Meals
51,Ulster,2013,11827,Congregate Meals
52,Warren/Hamilton,2013,116413,Home Delivered Meals
52,Warren/Hamilton,2013,31272,Congregate Meals
53,Washington,2013,61874,Home Delivered Meals
53,Washington,2013,18358,Congregate Meals
54,Wayne,2013,30160,Home Delivered Meals
54,Wayne,2013,17257,Congregate Meals
55,Westchester,2013,287715,Home Delivered Meals
55,Westchester,2013,186545,Congregate Meals
56,Wyoming,2013,58073,Home Delivered Meals
56,Wyoming,2013,7591,Congregate Meals
57,Yates,2013,26646,Home Delivered Meals
57,Yates,2013,6077,Congregate Meals
60,New York City,2013,6449762,Home Delivered Meals
60,New York City,2013,7491254,Congregate Meals
62,Seneca Nat.,2013,24661,Home Delivered Meals
62,Seneca Nat.,2013,7709,Congregate Meals
63,St. Regis,2013,9034,Home Delivered Meals
63,St. Regis,2013,7198,Congregate Meals
1,Albany,2014,126079,Home Delivered Meals
1,Albany,2014,62283,Congregate Meals
2,Allegany,2014,97297,Home Delivered Meals
2,Allegany,2014,17562,Congregate Meals
3,Broome,2014,153992,Home Delivered Meals
3,Broome,2014,67672,Congregate Meals
4,Cattaraugus,2014,93994,Home Delivered Meals
4,Cattaraugus,2014,34707,Congregate Meals
5,Cayuga,2014,64327,Home Delivered Meals
5,Cayuga,2014,11163,Congregate Meals
6,Chautauqua,2014,170901,Home Delivered Meals
6,Chautauqua,2014,21820,Congregate Meals
7,Chemung,2014,40993,Home Delivered Meals
7,Chemung,2014,26571,Congregate Meals
8,Chenango,2014,67410,Home Delivered Meals
8,Chenango,2014,11036,Congregate Meals
9,Clinton,2014,124424,Home Delivered Meals
9,Clinton,2014,27896,Congregate Meals
10,Columbia,2014,55911,Home Delivered Meals
10,Columbia,2014,17842,Congregate Meals
11,Cortland,2014,59366,Home Delivered Meals
11,Cortland,2014,46585,Congregate Meals
12,Delaware,2014,47646,Home Delivered Meals
12,Delaware,2014,26371,Congregate Meals
13,Dutchess,2014,111196,Home Delivered Meals
13,Dutchess,2014,39158,Congregate Meals
14,Erie,2014,720024,Home Delivered Meals
14,Erie,2014,225609,Congregate Meals
15,Essex,2014,148009,Home Delivered Meals
15,Essex,2014,22875,Congregate Meals
16,Franklin,2014,128758,Home Delivered Meals
16,Franklin,2014,45660,Congregate Meals
17,Fulton,2014,85217,Home Delivered Meals
17,Fulton,2014,10295,Congregate Meals
18,Genesee,2014,19693,Home Delivered Meals
18,Genesee,2014,9624,Congregate Meals
19,Greene,2014,64979,Home Delivered Meals
19,Greene,2014,19985,Congregate Meals
21,Herkimer,2014,60472,Home Delivered Meals
21,Herkimer,2014,16293,Congregate Meals
22,Jefferson,2014,101295,Home Delivered Meals
22,Jefferson,2014,19327,Congregate Meals
23,Lewis,2014,30196,Home Delivered Meals
23,Lewis,2014,16892,Congregate Meals
24,Livingston,2014,56817,Home Delivered Meals
24,Livingston,2014,23185,Congregate Meals
25,Madison,2014,113916,Home Delivered Meals
25,Madison,2014,22772,Congregate Meals
26,Monroe,2014,126122,Home Delivered Meals
26,Monroe,2014,121393,Congregate Meals
27,Montgomery,2014,38228,Home Delivered Meals
27,Montgomery,2014,10101,Congregate Meals
28,Nassau,2014,429910,Home Delivered Meals
28,Nassau,2014,184500,Congregate Meals
29,Niagara,2014,112406,Home Delivered Meals
29,Niagara,2014,82653,Congregate Meals
30,Oneida,2014,107135,Home Delivered Meals
30,Oneida,2014,39290,Congregate Meals
31,Onondaga,2014,216305,Home Delivered Meals
31,Onondaga,2014,107596,Congregate Meals
32,Ontario,2014,54565,Home Delivered Meals
32,Ontario,2014,12461,Congregate Meals
33,Orange,2014,148715,Home Delivered Meals
33,Orange,2014,31200,Congregate Meals
34,Orleans,2014,40056,Home Delivered Meals
34,Orleans,2014,7623,Congregate Meals
35,Oswego,2014,227787,Home Delivered Meals
35,Oswego,2014,18965,Congregate Meals
36,Otsego,2014,70433,Home Delivered Meals
36,Otsego,2014,15565,Congregate Meals
37,Putnam,2014,31188,Home Delivered Meals
37,Putnam,2014,46678,Congregate Meals
38,Rensselaer,2014,92202,Home Delivered Meals
38,Rensselaer,2014,37428,Congregate Meals
39,Rockland,2014,62366,Home Delivered Meals
39,Rockland,2014,29437,Congregate Meals
40,St. Lawrence,2014,91066,Home Delivered Meals
40,St. Lawrence,2014,44457,Congregate Meals
41,Saratoga,2014,91165,Home Delivered Meals
41,Saratoga,2014,27187,Congregate Meals
42,Schenectady,2014,84175,Home Delivered Meals
42,Schenectady,2014,18656,Congregate Meals
43,Schoharie,2014,52688,Home Delivered Meals
43,Schoharie,2014,4044,Congregate Meals
44,Schuyler,2014,28299,Home Delivered Meals
44,Schuyler,2014,9466,Congregate Meals
45,Seneca,2014,40305,Home Delivered Meals
45,Seneca,2014,11891,Congregate Meals
46,Steuben,2014,128377,Home Delivered Meals
46,Steuben,2014,34487,Congregate Meals
47,Suffolk,2014,337620,Home Delivered Meals
47,Suffolk,2014,275516,Congregate Meals
48,Sullivan,2014,54188,Home Delivered Meals
48,Sullivan,2014,14422,Congregate Meals
49,Tioga,2014,47374,Home Delivered Meals
49,Tioga,2014,5522,Congregate Meals
50,Tompkins,2014,138824,Home Delivered Meals
50,Tompkins,2014,20965,Congregate Meals
51,Ulster,2014,98544,Home Delivered Meals
51,Ulster,2014,126010,Congregate Meals
52,Warren/Hamilton,2014,117915,Home Delivered Meals
52,Warren/Hamilton,2014,33982,Congregate Meals
53,Washington,2014,61090,Home Delivered Meals
53,Washington,2014,13012,Congregate Meals
54,Wayne,2014,33794,Home Delivered Meals
54,Wayne,2014,15681,Congregate Meals
55,Westchester,2014,276823,Home Delivered Meals
55,Westchester,2014,180887,Congregate Meals
56,Wyoming,2014,58647,Home Delivered Meals
56,Wyoming,2014,6553,Congregate Meals
57,Yates,2014,22185,Home Delivered Meals
57,Yates,2014,5579,Congregate Meals
60,New York City,2014,7029775,Home Delivered Meals
60,New York City,2014,7394439,Congregate Meals
62,Seneca Nation,2014,20886,Home Delivered Meals
62,Seneca Nation,2014,7673,Congregate Meals
63,St. Regis,2014,10037,Home Delivered Meals
63,St. Regis,2014,6746,Congregate Meals
1,Albany,2015,104421,Home Delivered Meals
1,Albany,2015,60767,Congregate Meals
2,Allegany,2015,90932,Home Delivered Meals
2,Allegany,2015,16619,Congregate Meals
3,Broome,2015,154301,Home Delivered Meals
3,Broome,2015,70363,Congregate Meals
4,Cattaraugus,2015,97014,Home Delivered Meals
4,Cattaraugus,2015,43362,Congregate Meals
5,Cayuga,2015,59048,Home Delivered Meals
5,Cayuga,2015,10532,Congregate Meals
6,Chautauqua,2015,189989,Home Delivered Meals
6,Chautauqua,2015,22519,Congregate Meals
7,Chemung,2015,44102,Home Delivered Meals
7,Chemung,2015,26510,Congregate Meals
8,Chenango,2015,69691,Home Delivered Meals
8,Chenango,2015,11831,Congregate Meals
9,Clinton,2015,130747,Home Delivered Meals
9,Clinton,2015,28358,Congregate Meals
10,Columbia,2015,43104,Home Delivered Meals
10,Columbia,2015,17253,Congregate Meals
11,Cortland,2015,59020,Home Delivered Meals
11,Cortland,2015,46897,Congregate Meals
12,Delaware,2015,51009,Home Delivered Meals
12,Delaware,2015,29022,Congregate Meals
13,Dutchess,2015,114590,Home Delivered Meals
13,Dutchess,2015,40474,Congregate Meals
14,Erie,2015,751775,Home Delivered Meals
14,Erie,2015,235420,Congregate Meals
15,Essex,2015,135852,Home Delivered Meals
15,Essex,2015,20461,Congregate Meals
16,Franklin,2015,127346,Home Delivered Meals
16,Franklin,2015,43640,Congregate Meals
17,Fulton,2015,84173,Home Delivered Meals
17,Fulton,2015,10934,Congregate Meals
18,Genesee,2015,19557,Home Delivered Meals
18,Genesee,2015,9294,Congregate Meals
19,Greene,2015,50354,Home Delivered Meals
19,Greene,2015,18687,Congregate Meals
21,Herkimer,2015,62630,Home Delivered Meals
21,Herkimer,2015,14569,Congregate Meals
22,Jefferson,2015,108518,Home Delivered Meals
22,Jefferson,2015,19591,Congregate Meals
23,Lewis,2015,29618,Home Delivered Meals
23,Lewis,2015,16414,Congregate Meals
24,Livingston,2015,57105,Home Delivered Meals
24,Livingston,2015,25830,Congregate Meals
25,Madison,2015,114443,Home Delivered Meals
25,Madison,2015,23816,Congregate Meals
26,Monroe,2015,117572,Home Delivered Meals
26,Monroe,2015,112467,Congregate Meals
27,Montgomery,2015,40927,Home Delivered Meals
27,Montgomery,2015,10200,Congregate Meals
28,Nassau,2015,408800,Home Delivered Meals
28,Nassau,2015,188915,Congregate Meals
29,Niagara,2015,106485,Home Delivered Meals
29,Niagara,2015,81192,Congregate Meals
30,Oneida,2015,104109,Home Delivered Meals
30,Oneida,2015,34682,Congregate Meals
31,Onondaga,2015,252390,Home Delivered Meals
31,Onondaga,2015,116440,Congregate Meals
32,Ontario,2015,53137,Home Delivered Meals
32,Ontario,2015,12968,Congregate Meals
33,Orange,2015,148311,Home Delivered Meals
33,Orange,2015,33811,Congregate Meals
34,Orleans,2015,38684,Home Delivered Meals
34,Orleans,2015,7284,Congregate Meals
35,Oswego,2015,221110,Home Delivered Meals
35,Oswego,2015,16054,Congregate Meals
36,Otsego,2015,68502,Home Delivered Meals
36,Otsego,2015,14392,Congregate Meals
37,Putnam,2015,33953,Home Delivered Meals
37,Putnam,2015,50225,Congregate Meals
38,Rensselaer,2015,102221,Home Delivered Meals
38,Rensselaer,2015,37111,Congregate Meals
39,Rockland,2015,59958,Home Delivered Meals
39,Rockland,2015,32242,Congregate Meals
40,St. Lawrence,2015,92068,Home Delivered Meals
40,St. Lawrence,2015,46183,Congregate Meals
41,Saratoga,2015,105711,Home Delivered Meals
41,Saratoga,2015,30227,Congregate Meals
42,Schenectady,2015,83909,Home Delivered Meals
42,Schenectady,2015,23853,Congregate Meals
43,Schoharie,2015,53145,Home Delivered Meals
43,Schoharie,2015,4444,Congregate Meals
44,Schuyler,2015,27111,Home Delivered Meals
44,Schuyler,2015,9422,Congregate Meals
45,Seneca,2015,45391,Home Delivered Meals
45,Seneca,2015,11291,Congregate Meals
46,Steuben,2015,256973,Home Delivered Meals
46,Steuben,2015,32311,Congregate Meals
47,Suffolk,2015,350914,Home Delivered Meals
47,Suffolk,2015,279336,Congregate Meals
48,Sullivan,2015,51479,Home Delivered Meals
48,Sullivan,2015,15822,Congregate Meals
49,Tioga,2015,44007,Home Delivered Meals
49,Tioga,2015,5054,Congregate Meals
50,Tompkins,2015,129832,Home Delivered Meals
50,Tompkins,2015,20212,Congregate Meals
51,Ulster,2015,85617,Home Delivered Meals
51,Ulster,2015,10796,Congregate Meals
52,Warren/Hamilton,2015,119231,Home Delivered Meals
52,Warren/Hamilton,2015,37767,Congregate Meals
53,Washington,2015,69524,Home Delivered Meals
53,Washington,2015,12956,Congregate Meals
54,Wayne,2015,31267,Home Delivered Meals
54,Wayne,2015,14408,Congregate Meals
55,Westchester,2015,270922,Home Delivered Meals
55,Westchester,2015,190242,Congregate Meals
56,Wyoming,2015,60442,Home Delivered Meals
56,Wyoming,2015,5735,Congregate Meals
57,Yates,2015,19812,Home Delivered Meals
57,Yates,2015,5287,Congregate Meals
60,New York City,2015,6943624,Home Delivered Meals
60,New York City,2015,7523719,Congregate Meals
62,Seneca Nation,2015,19977,Home Delivered Meals
62,Seneca Nation,2015,6698,Congregate Meals
63,St. Regis,2015,9987,Home Delivered Meals
63,St. Regis,2015,7270,Congregate Meals
1,Albany,2016,127322,Home Delivered Meals
1,Albany,2016,60878,Congregate Meals
2,Allegany,2016,95965,Home Delivered Meals
2,Allegany,2016,14917,Congregate Meals
3,Broome,2016,156698,Home Delivered Meals
3,Broome,2016,61417,Congregate Meals
4,Cattaraugus,2016,103499,Home Delivered Meals
4,Cattaraugus,2016,32896,Congregate Meals
5,Cayuga,2016,55008,Home Delivered Meals
5,Cayuga,2016,8913,Congregate Meals
6,Chautauqua,2016,213186,Home Delivered Meals
6,Chautauqua,2016,24587,Congregate Meals
7,Chemung,2016,28411,Home Delivered Meals
7,Chemung,2016,25282,Congregate Meals
8,Chenango,2016,68781,Home Delivered Meals
8,Chenango,2016,10293,Congregate Meals
9,Clinton,2016,124777,Home Delivered Meals
9,Clinton,2016,27521,Congregate Meals
10,Columbia,2016,38276,Home Delivered Meals
10,Columbia,2016,19084,Congregate Meals
11,Cortland,2016,62474,Home Delivered Meals
11,Cortland,2016,39836,Congregate Meals
12,Delaware,2016,50320,Home Delivered Meals
12,Delaware,2016,32796,Congregate Meals
13,Dutchess,2016,126889,Home Delivered Meals
13,Dutchess,2016,40841,Congregate Meals
14,Erie,2016,696023,Home Delivered Meals
14,Erie,2016,247678,Congregate Meals
15,Essex,2016,123766,Home Delivered Meals
15,Essex,2016,17607,Congregate Meals
16,Franklin,2016,122385,Home Delivered Meals
16,Franklin,2016,38234,Congregate Meals
17,Fulton,2016,82711,Home Delivered Meals
17,Fulton,2016,10477,Congregate Meals
18,Genesee,2016,22532,Home Delivered Meals
18,Genesee,2016,8040,Congregate Meals
19,Greene,2016,51416,Home Delivered Meals
19,Greene,2016,17396,Congregate Meals
21,Herkimer,2016,59021,Home Delivered Meals
21,Herkimer,2016,12326,Congregate Meals
22,Jefferson,2016,115510,Home Delivered Meals
22,Jefferson,2016,19406,Congregate Meals
23,Lewis,2016,29297,Home Delivered Meals
23,Lewis,2016,13520,Congregate Meals
24,Livingston,2016,46280,Home Delivered Meals
24,Livingston,2016,25659,Congregate Meals
25,Madison,2016,108929,Home Delivered Meals
25,Madison,2016,22951,Congregate Meals
26,Monroe,2016,130584,Home Delivered Meals
26,Monroe,2016,116790,Congregate Meals
27,Montgomery,2016,47933,Home Delivered Meals
27,Montgomery,2016,8407,Congregate Meals
28,Nassau,2016,438655,Home Delivered Meals
28,Nassau,2016,183172,Congregate Meals
29,Niagara,2016,93434,Home Delivered Meals
29,Niagara,2016,72523,Congregate Meals
30,Oneida,2016,140857,Home Delivered Meals
30,Oneida,2016,32642,Congregate Meals
31,Onondaga,2016,219770,Home Delivered Meals
31,Onondaga,2016,112040,Congregate Meals
32,Ontario,2016,54077,Home Delivered Meals
32,Ontario,2016,11906,Congregate Meals
33,Orange,2016,144999,Home Delivered Meals
33,Orange,2016,30897,Congregate Meals
34,Orleans,2016,30686,Home Delivered Meals
34,Orleans,2016,5068,Congregate Meals
35,Oswego,2016,231527,Home Delivered Meals
35,Oswego,2016,15795,Congregate Meals
36,Otsego,2016,73831,Home Delivered Meals
36,Otsego,2016,15035,Congregate Meals
37,Putnam,2016,33572,Home Delivered Meals
37,Putnam,2016,50563,Congregate Meals
38,Rensselaer,2016,145481,Home Delivered Meals
38,Rensselaer,2016,44242,Congregate Meals
39,Rockland,2016,53339,Home Delivered Meals
39,Rockland,2016,31337,Congregate Meals
40,St. Lawrence,2016,89969,Home Delivered Meals
40,St. Lawrence,2016,47804,Congregate Meals
41,Saratoga,2016,102030,Home Delivered Meals
41,Saratoga,2016,35072,Congregate Meals
42,Schenectady,2016,82481,Home Delivered Meals
42,Schenectady,2016,21386,Congregate Meals
43,Schoharie,2016,48814,Home Delivered Meals
43,Schoharie,2016,4660,Congregate Meals
44,Schuyler,2016,22302,Home Delivered Meals
44,Schuyler,2016,8329,Congregate Meals
45,Seneca,2016,42559,Home Delivered Meals
45,Seneca,2016,10245,Congregate Meals
46,Steuben,2016,113375,Home Delivered Meals
46,Steuben,2016,32856,Congregate Meals
47,Suffolk,2016,353512,Home Delivered Meals
47,Suffolk,2016,283756,Congregate Meals
48,Sullivan,2016,39505,Home Delivered Meals
48,Sullivan,2016,14189,Congregate Meals
49,Tioga,2016,41061,Home Delivered Meals
49,Tioga,2016,4707,Congregate Meals
50,Tompkins,2016,123991,Home Delivered Meals
50,Tompkins,2016,17754,Congregate Meals
51,Ulster,2016,81442,Home Delivered Meals
51,Ulster,2016,10026,Congregate Meals
52,Warren/Hamilton,2016,114551,Home Delivered Meals
52,Warren/Hamilton,2016,32432,Congregate Meals
53,Washington,2016,67801,Home Delivered Meals
53,Washington,2016,11338,Congregate Meals
54,Wayne,2016,34301,Home Delivered Meals
54,Wayne,2016,13306,Congregate Meals
55,Westchester,2016,266294,Home Delivered Meals
55,Westchester,2016,178327,Congregate Meals
56,Wyoming,2016,57551,Home Delivered Meals
56,Wyoming,2016,5733,Congregate Meals
57,Yates,2016,16944,Home Delivered Meals
57,Yates,2016,3850,Congregate Meals
60,New York City,2016,6451119,Home Delivered Meals
60,New York City,2016,7112127,Congregate Meals
62,Seneca Nation,2016,19248,Home Delivered Meals
62,Seneca Nation,2016,4936,Congregate Meals
63,St. Regis,2016,9802,Home Delivered Meals
63,St. Regis,2016,7356,Congregate Meals
1,Albany,2017,145875,Home Delivered Meals
1,Albany,2017,72009,Congregate Meals
2,Allegany,2017,89509,Home Delivered Meals
2,Allegany,2017,12740,Congregate Meals
3,Broome,2017,173038,Home Delivered Meals
3,Broome,2017,61252,Congregate Meals
4,Cattaraugus,2017,106200,Home Delivered Meals
4,Cattaraugus,2017,32824,Congregate Meals
5,Cayuga,2017,52505,Home Delivered Meals
5,Cayuga,2017,9680,Congregate Meals
6,Chautauqua,2017,201055,Home Delivered Meals
6,Chautauqua,2017,24613,Congregate Meals
7,Chemung,2017,30437,Home Delivered Meals
7,Chemung,2017,24472,Congregate Meals
8,Chenango,2017,70680,Home Delivered Meals
8,Chenango,2017,10011,Congregate Meals
9,Clinton,2017,127468,Home Delivered Meals
9,Clinton,2017,25909,Congregate Meals
10,Columbia,2017,35413,Home Delivered Meals
10,Columbia,2017,18734,Congregate Meals
11,Cortland,2017,65157,Home Delivered Meals
11,Cortland,2017,37422,Congregate Meals
12,Delaware,2017,50145,Home Delivered Meals
12,Delaware,2017,29795,Congregate Meals
13,Dutchess,2017,135733,Home Delivered Meals
13,Dutchess,2017,35991,Congregate Meals
14,Erie,2017,700861,Home Delivered Meals
14,Erie,2017,221799,Congregate Meals
15,Essex,2017,122409,Home Delivered Meals
15,Essex,2017,14704,Congregate Meals
16,Franklin,2017,115813,Home Delivered Meals
16,Franklin,2017,39766,Congregate Meals
17,Fulton,2017,75125,Home Delivered Meals
17,Fulton,2017,10350,Congregate Meals
18,Genesee,2017,21697,Home Delivered Meals
18,Genesee,2017,8031,Congregate Meals
19,Greene,2017,54608,Home Delivered Meals
19,Greene,2017,15256,Congregate Meals
21,Herkimer,2017,56073,Home Delivered Meals
21,Herkimer,2017,11684,Congregate Meals
22,Jefferson,2017,113314,Home Delivered Meals
22,Jefferson,2017,19944,Congregate Meals
23,Lewis,2017,28605,Home Delivered Meals
23,Lewis,2017,11859,Congregate Meals
24,Livingston,2017,45913,Home Delivered Meals
24,Livingston,2017,23262,Congregate Meals
25,Madison,2017,93681,Home Delivered Meals
25,Madison,2017,16884,Congregate Meals
26,Monroe,2017,119849,Home Delivered Meals
26,Monroe,2017,110338,Congregate Meals
27,Montgomery,2017,54399,Home Delivered Meals
27,Montgomery,2017,6040,Congregate Meals
28,Nassau,2017,424223,Home Delivered Meals
28,Nassau,2017,180347,Congregate Meals
29,Niagara,2017,105996,Home Delivered Meals
29,Niagara,2017,66634,Congregate Meals
30,Oneida,2017,139834,Home Delivered Meals
30,Oneida,2017,31295,Congregate Meals
31,Onondaga,2017,217656,Home Delivered Meals
31,Onondaga,2017,108206,Congregate Meals
32,Ontario,2017,52142,Home Delivered Meals
32,Ontario,2017,12166,Congregate Meals
33,Orange,2017,154934,Home Delivered Meals
33,Orange,2017,24625,Congregate Meals
34,Orleans,2017,31175,Home Delivered Meals
34,Orleans,2017,3190,Congregate Meals
35,Oswego,2017,227364,Home Delivered Meals
35,Oswego,2017,16652,Congregate Meals
36,Otsego,2017,74116,Home Delivered Meals
36,Otsego,2017,14763,Congregate Meals
37,Putnam,2017,35866,Home Delivered Meals
37,Putnam,2017,48449,Congregate Meals
38,Rensselaer,2017,137268,Home Delivered Meals
38,Rensselaer,2017,47135,Congregate Meals
39,Rockland,2017,64776,Home Delivered Meals
39,Rockland,2017,28890,Congregate Meals
40,St. Lawrence,2017,101761,Home Delivered Meals
40,St. Lawrence,2017,55953,Congregate Meals
